,Unnamed: 0,entity_type,entity,demographic,demographic_type,variable,value,statement_id,statement,subscale,entity_first_x,entity_id,entity_parent,entity_first_y
168,1453.0,M,BRYAN MIDDLE SCHOOL,ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
169,1454.0,M,BRYAN MIDDLE SCHOOL,Former ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
170,1455.0,M,BRYAN MIDDLE SCHOOL,Not ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
171,1701.0,M,BRYAN MIDDLE SCHOOL,ELL,ELL,disagree,7.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
172,1702.0,M,BRYAN MIDDLE SCHOOL,Former ELL,ELL,disagree,46.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
173,1703.0,M,BRYAN MIDDLE SCHOOL,Not ELL,ELL,disagree,81.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
174,1949.0,M,BRYAN MIDDLE SCHOOL,ELL,ELL,neutral,25.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
175,1950.0,M,BRYAN MIDDLE SCHOOL,Former ELL,ELL,neutral,111.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
176,1951.0,M,BRYAN MIDDLE SCHOOL,Not ELL,ELL,neutral,123.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
177,2197.0,M,BRYAN MIDDLE SCHOOL,ELL,ELL,agree,19.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
178,2198.0,M,BRYAN MIDDLE SCHOOL,Former ELL,ELL,agree,79.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
179,2199.0,M,BRYAN MIDDLE SCHOOL,Not ELL,ELL,agree,94.0,Q34,The atmosphere at this school is positive,School Climate,BRYAN,1021,OPS,BRYAN
180,225.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,-2,2.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
181,226.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,-2,3.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
182,227.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,-2,44.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
183,473.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,-1,5.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
184,474.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,-1,12.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
185,475.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,-1,58.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
186,721.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,0,24.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
187,722.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,0,36.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
188,723.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,0,125.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
189,969.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,1,27.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
190,970.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,1,25.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
191,971.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,1,116.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
192,1217.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,2,14.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
193,1218.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,2,12.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
194,1219.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,2,37.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
195,1465.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
196,1466.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
197,1467.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
198,1713.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,disagree,7.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
199,1714.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,disagree,15.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
200,1715.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,disagree,102.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
201,1961.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,neutral,24.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
202,1962.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,neutral,36.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
203,1963.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,neutral,125.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
204,2209.0,M,LEWIS & CLARK MIDDLE SCHOOL,ELL,ELL,agree,41.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
205,2210.0,M,LEWIS & CLARK MIDDLE SCHOOL,Former ELL,ELL,agree,37.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
206,2211.0,M,LEWIS & CLARK MIDDLE SCHOOL,Not ELL,ELL,agree,153.0,Q34,The atmosphere at this school is positive,School Climate,LEWIS,1029,OPS,LEWIS
207,231.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,-2,1.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
208,232.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,-2,6.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
209,233.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,-2,27.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
210,479.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,-1,4.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
211,480.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,-1,7.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
212,481.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,-1,51.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
213,727.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,0,11.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
214,728.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,0,14.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
215,729.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,0,103.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
216,975.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,1,24.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
217,976.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,1,9.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
218,977.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,1,44.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
219,1223.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,2,18.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
220,1224.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,2,2.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
221,1225.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,2,9.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
222,1471.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
223,1472.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
224,1473.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
225,1719.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,disagree,5.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
226,1720.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,disagree,13.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
227,1721.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,disagree,78.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
228,1967.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,neutral,11.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
229,1968.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,neutral,14.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
230,1969.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,neutral,103.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
231,2215.0,M,MONROE MIDDLE SCHOOL,ELL,ELL,agree,42.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
232,2216.0,M,MONROE MIDDLE SCHOOL,Former ELL,ELL,agree,11.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
233,2217.0,M,MONROE MIDDLE SCHOOL,Not ELL,ELL,agree,53.0,Q34,The atmosphere at this school is positive,School Climate,MONROE,1037,OPS,MONROE
234,239.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,-2,2.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
235,240.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,-2,32.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
236,241.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,-2,46.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
237,487.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,-1,5.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
238,488.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,-1,40.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
239,489.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,-1,69.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
240,735.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,0,30.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
241,736.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,0,164.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
242,737.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,0,162.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
243,983.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,1,21.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
244,984.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,1,95.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
245,985.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,1,71.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
246,1231.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,2,10.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
247,1232.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,2,20.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
248,1233.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,2,40.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
249,1479.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
250,1480.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
251,1481.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,(blank),,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
252,1727.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,disagree,7.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
253,1728.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,disagree,72.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
254,1729.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,disagree,115.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
255,1975.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,neutral,30.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
256,1976.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,neutral,164.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
257,1977.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,neutral,162.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
258,2223.0,M,NORRIS MIDDLE SCHOOL,ELL,ELL,agree,31.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
259,2224.0,M,NORRIS MIDDLE SCHOOL,Former ELL,ELL,agree,115.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
260,2225.0,M,NORRIS MIDDLE SCHOOL,Not ELL,ELL,agree,111.0,Q34,The atmosphere at this school is positive,School Climate,NORRIS,1041,OPS,NORRIS
261,,,ADAMS ELEM SCHOOL,,,,,,,,,1055,OPS,ADAMS
262,,,ALFONZA W DAVIS MIDDLE SCHOOL,,,,,,,,,1225,OPS,ALFONZA
263,,,ALICE BUFFETT MAGNET ELEM SCH,,,,,,,,,1024,OPS,ALICE
264,,,ALICE BUFFETT MAGNET MS,,,,,,,,,1022,OPS,ALICE
265,,,ASHLAND PARK/ROBBINS ELEM SCH,,,,,,,,,1210,OPS,ASHLAND
266,,,BEALS ELEM SCHOOL,,,,,,,,,1059,OPS,BEALS
267,,,BELLE RYAN ELEM SCHOOL,,,,,,,,,1061,OPS,BELLE
268,,,BELVEDERE ELEMENTARY SCHOOL,,,,,,,,,1063,OPS,BELVEDERE
269,,,BENSON MAGNET HIGH SCHOOL,,,,,,,,,1001,OPS,BENSON
270,,,BENSON WEST ELEM SCHOOL,,,,,,,,,1065,OPS,BENSON
271,,,BEVERIDGE MAGNET MIDDLE SCHOOL,,,,,,,,,1019,OPS,BEVERIDGE
272,,,BLACKBURN ALTERNATIVE PROGRAM,,,,,,,,,1045,OPS,BLACKBURN
273,,,BOYD ELEM SCHOOL,,,,,,,,,1067,OPS,BOYD
274,,,BRYAN HIGH SCHOOL,,,,,,,,,1003,OPS,BRYAN
275,,,BURKE HIGH SCHOOL,,,,,,,,,1005,OPS,BURKE
276,,,CAREER CENTER,,,,,,,,,1200,OPS,CAREER
277,,,CASTELAR ELEMENTARY SCHOOL,,,,,,,,,1069,OPS,CASTELAR
278,,,CATLIN MAGNET CENTER,,,,,,,,,1071,OPS,CATLIN
279,,,CENTRAL HIGH SCHOOL,,,,,,,,,1007,OPS,CENTRAL
280,,,CENTRAL PARK ELEM SCHOOL,,,,,,,,,1073,OPS,CENTRAL
281,,,CHANDLER VIEW ELEM SCHOOL,,,,,,,,,1075,OPS,CHANDLER
282,,,COLUMBIAN ELEM SCHOOL,,,,,,,,,1079,OPS,COLUMBIAN
283,,,CONESTOGA MAGNET ELEM SCHOOL,,,,,,,,,1081,OPS,CONESTOGA
284,,,CRESTRIDGE MAGNET CENTER,,,,,,,,,1085,OPS,CRESTRIDGE
285,,,DODGE ELEM SCHOOL,,,,,,,,,1089,OPS,DODGE
286,,,DRUID HILL ELEMENTARY SCHOOL,,,,,,,,,1091,OPS,DRUID
287,,,DUNDEE ELEM SCHOOL,,,,,,,,,1093,OPS,DUNDEE
288,,,EARLY CHILDHOOD CENTER AT EDUCARE - CONESTOGA,,,,,,,,,1315,OPS,EARLY
289,,,EARLY CHILDHOOD CENTER AT EDUCARE - INDIAN HILL,,,,,,,,,1309,OPS,EARLY
290,,,EARLY CHILDHOOD CENTER AT EDUCARE - KELLOM,,,,,,,,,1301,OPS,EARLY
291,,,EARLY CHILDHOOD CENTER AT GATEWAY,,,,,,,,,1300,OPS,EARLY
292,,,EARLY CHILDHOOD CENTER AT OELC - ASHLAND,,,,,,,,,1319,OPS,EARLY
293,,,EARLY CHILDHOOD CENTER AT OELC - SKINNER,,,,,,,,,1318,OPS,EARLY
294,,,EARLY CHILDHOOD CENTER AT YATES,,,,,,,,,1308,OPS,EARLY
295,,,EDISON ELEM SCHOOL,,,,,,,,,1095,OPS,EDISON
296,,,ESL TEEN LITERACY PROGRAM,,,,,,,,,1219,OPS,ESL
297,,,FIELD CLUB ELEM SCHOOL,,,,,,,,,1097,OPS,FIELD
298,,,FLORENCE ELEM SCHOOL,,,,,,,,,1099,OPS,FLORENCE
299,,,FONTENELLE ELEM SCHOOL,,,,,,,,,1101,OPS,FONTENELLE
300,,,FRANKLIN ELEM SCHOOL,,,,,,,,,1103,OPS,FRANKLIN
301,,,FULLERTON MAGNET CENTER,,,,,,,,,1104,OPS,FULLERTON
302,,,GATEWAY TO COLLEGE,,,,,,,,,1220,OPS,GATEWAY
303,,,GILDER ELEM SCHOOL,,,,,,,,,1105,OPS,GILDER
304,,,GOMEZ HERITAGE ELEMENTARY SCH,,,,,,,,,1107,OPS,GOMEZ
305,,,HARRISON ELEM SCHOOL,,,,,,,,,1109,OPS,HARRISON
306,,,HARTMAN ELEM SCHOOL,,,,,,,,,1111,OPS,HARTMAN
307,,,HIGHLAND ELEM SCHOOL,,,,,,,,,1113,OPS,HIGHLAND
308,,,INDEPENDENT STUDY PROGRAM,,,,,,,,,1218,OPS,INDEPENDENT
309,,,INDIAN HILL ELEM SCHOOL,,,,,,,,,1115,OPS,INDIAN
310,,,INTEGRATED LEARNING PROGRAM,,,,,,,,,1195,OPS,INTEGRATED
311,,,J P LORD PROGRAM,,,,,,,,,1131,OPS,J
312,,,JACKSON ELEMENTARY SCHOOL,,,,,,,,,1201,OPS,JACKSON
313,,,JEFFERSON ELEM SCHOOL,,,,,,,,,1121,OPS,JEFFERSON
314,,,JOSLYN ELEM SCHOOL,,,,,,,,,1123,OPS,JOSLYN
315,,,KELLOM ELEMENTARY SCHOOL,,,,,,,,,1125,OPS,KELLOM
316,,,KENNEDY ELEM SCHOOL,,,,,,,,,1127,OPS,KENNEDY
317,,,KING ELEMENTARY SCHOOL,,,,,,,,,1205,OPS,KING
318,,,KING SCIENCE/TECH MAGNET ELEM AND M S,,,,,,,,,1206,OPS,KING
319,,,LIBERTY ELEMENTARY SCHOOL,,,,,,,,,1174,OPS,LIBERTY
320,,,LOTHROP MAGNET CENTER,,,,,,,,,1133,OPS,LOTHROP
321,,,MASTERS ELEM SCHOOL,,,,,,,,,1139,OPS,MASTERS
322,,,MC MILLAN MAGNET MIDDLE SCHOOL,,,,,,,,,1035,OPS,MC
323,,,MILLER PARK ELEM SCHOOL,,,,,,,,,1141,OPS,MILLER
324,,,MINNE LUSA ELEM SCHOOL,,,,,,,,,1143,OPS,MINNE
325,,,MORTON MAGNET ELEMENTARY SCH,,,,,,,,,1140,OPS,MORTON
326,,,MORTON MAGNET MIDDLE SCHOOL,,,,,,,,,1039,OPS,MORTON
327,,,MOUNT VIEW ELEM SCHOOL,,,,,,,,,1147,OPS,MOUNT
328,,,NATHAN HALE MAGNET MIDDLE SCHOOL,,,,,,,,,1023,OPS,NATHAN
329,,,NATIVE INDIAN CENTERED EDUCATION (N.I.C.E.),,,,,,,,,1999,OPS,NATIVE
330,,,OAK VALLEY ELEM SCHOOL,,,,,,,,,1149,OPS,OAK
331,,,OMAHA NORTH MAGNET HIGH SCHOOL,,,,,,,,,1009,OPS,OMAHA
332,,,OMAHA NORTHWEST MAGNET HIGH SCHOOL,,,,,,,,,1011,OPS,OMAHA
333,,,OMAHA PUBLIC SCHOOLS - DISTRICT OFFICE,,,,,,,,,1998,OPS,OMAHA
334,,,OMAHA PUBLIC SCHOOLS HOMEBASED,,,,,,,,,1213,OPS,OMAHA
335,,,OMAHA SOUTH MAGNET HIGH SCHOOL,,,,,,,,,1013,OPS,OMAHA
336,,,OPS HIGH SCHOOL TEEN LITERACY CENTER,,,,,,,,,1997,OPS,OPS
337,,,PARRISH PROGRAM,,,,,,,,,1051,OPS,PARRISH
338,,,PAWNEE ELEM SCHOOL,,,,,,,,,1153,OPS,PAWNEE
339,,,PICOTTE ELEMENTARY SCHOOL,,,,,,,,,1148,OPS,PICOTTE
340,,,PINEWOOD ELEM SCHOOL,,,,,,,,,1155,OPS,PINEWOOD
341,,,PONCA ELEM SCHOOL,,,,,,,,,1159,OPS,PONCA
342,,,PRAIRIE WIND ELEM SCHOOL,,,,,,,,,1209,OPS,PRAIRIE
343,,,R M MARRS MAGNET ELEM SCHOOL,,,,,,,,,1135,OPS,R
344,,,R M MARRS MAGNET MIDDLE SCHOOL,,,,,,,,,1033,OPS,R
345,,,ROSE HILL ELEM SCHOOL,,,,,,,,,1165,OPS,ROSE
346,,,SADDLEBROOK ELEMENTARY SCHOOL,,,,,,,,,1168,OPS,SADDLEBROOK
347,,,SARATOGA ELEM SCHOOL,,,,,,,,,1169,OPS,SARATOGA
348,,,SECONDARY SUCCESS PROGRAM,,,,,,,,,1223,OPS,SECONDARY
349,,,SHERMAN ELEM SCHOOL,,,,,,,,,1173,OPS,SHERMAN
350,,,SPRINGVILLE ELEM SCHOOL,,,,,,,,,1177,OPS,SPRINGVILLE
351,,,STANDING BEAR ELEMENTARY SCH,,,,,,,,,1178,OPS,STANDING
352,,,SUNNY SLOPE ELEM SCHOOL,,,,,,,,,1179,OPS,SUNNY
353,,,TRANSITION PROGRAM AT CAREER CENTER,,,,,,,,,1216,OPS,TRANSITION
354,,,TRANSITION PROGRAM AT EMBASSY SUITES DOWNTOWN/OLD,,,,,,,,,1317,OPS,TRANSITION
355,,,TRANSITION PROGRAM AT SARATOGA,,,,,,,,,1316,OPS,TRANSITION
356,,,UNO/OPS MIDDLE COLLEGE PROGRAM,,,,,,,,,1224,OPS,UNO/OPS
357,,,WAKONDA ELEM SCHOOL,,,,,,,,,1185,OPS,WAKONDA
358,,,WALNUT HILL ELEM SCHOOL,,,,,,,,,1187,OPS,WALNUT
359,,,WASHINGTON ELEM SCHOOL,,,,,,,,,1189,OPS,WASHINGTON
360,,,WESTERN HILLS MAGNET CENTER,,,,,,,,,1191,OPS,WESTERN
